"model_id","location","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"UMass-AR2","01",1,93.004390409806,1,129.85875373708,0.369565217391304,0.826086956521739,92
"UMass-AR2","02",1,9.62441272579967,1,14.0493525962873,0.402173913043478,0.815217391304348,92
"UMass-AR2","04",1,298.217091156409,1,401.563369482602,0.434782608695652,0.815217391304348,92
"UMass-AR2","05",1,62.1512819133184,1,85.4659049892937,0.358695652173913,0.782608695652174,92
"UMass-AR2","06",1,413.896813056393,1,569.930899430209,0.489130434782609,0.782608695652174,92
"UMass-AR2","08",1,85.3291262708487,1,117.06436350879,0.315217391304348,0.815217391304348,92
"UMass-AR2","09",1,50.7974879308303,1,76.0132942061974,0.347826086956522,0.858695652173913,92
"UMass-AR2","10",1,24.0830505592095,1,33.0764187550331,0.271739130434783,0.793478260869565,92
"UMass-AR2","11",1,30.2086443860579,1,41.1452961732309,0.293478260869565,0.652173913043478,92
"UMass-AR2","12",1,372.789120455241,1,523.85087215948,0.347826086956522,0.760869565217391,92
"UMass-AR2","13",1,174.182404209431,1,239.817084654953,0.33695652173913,0.706521739130435,92
"UMass-AR2","15",1,16.2159613885982,1,21.5409307766617,0.423913043478261,0.75,92
"UMass-AR2","16",1,38.2089291829646,1,53.5213140784042,0.391304347826087,0.815217391304348,92
"UMass-AR2","17",1,201.479243688059,1,262.570907371364,0.597826086956522,0.793478260869565,92
"UMass-AR2","18",1,171.560535843689,1,239.0613268027,0.41304347826087,0.760869565217391,92
"UMass-AR2","19",1,49.5316368869059,1,72.3155518557032,0.326086956521739,0.826086956521739,92
"UMass-AR2","20",1,59.1789071552432,1,80.7332436730413,0.358695652173913,0.760869565217391,92
"UMass-AR2","21",1,128.734020006372,1,171.282276270204,0.423913043478261,0.793478260869565,92
"UMass-AR2","22",1,81.5260812160209,1,116.463388216397,0.33695652173913,0.771739130434783,92
"UMass-AR2","23",1,29.1560144337858,1,43.003986347736,0.293478260869565,0.815217391304348,92
"UMass-AR2","24",1,106.732283328299,1,144.749225220078,0.369565217391304,0.706521739130435,92
"UMass-AR2","25",1,120.619057159877,1,174.897895509201,0.391304347826087,0.83695652173913,92
"UMass-AR2","26",1,146.633355593074,1,219.395917351014,0.380434782608696,0.793478260869565,92
"UMass-AR2","27",1,124.575510380959,1,172.086477327514,0.423913043478261,0.815217391304348,92
"UMass-AR2","28",1,54.4507399763413,1,75.9014746714287,0.358695652173913,0.75,92
"UMass-AR2","29",1,181.043391357167,1,237.178682192127,0.33695652173913,0.706521739130435,92
"UMass-AR2","30",1,23.7713651570008,1,35.0728718933114,0.304347826086957,0.782608695652174,92
"UMass-AR2","31",1,35.9058360824702,1,51.3971384509366,0.304347826086957,0.826086956521739,92
"UMass-AR2","32",1,38.0002037063109,1,53.3428089592605,0.532608695652174,0.826086956521739,92
"UMass-AR2","33",1,48.3936061851678,1,67.690848276382,0.271739130434783,0.695652173913043,92
"UMass-AR2","34",1,200.586089871562,1,276.556657307175,0.33695652173913,0.706521739130435,92
"UMass-AR2","35",1,40.5007287752865,1,60.7519356010455,0.391304347826087,0.804347826086957,92
"UMass-AR2","36",1,285.079033488264,1,383.212673438573,0.489130434782609,0.793478260869565,92
"UMass-AR2","37",1,215.073119305954,1,293.363376955874,0.380434782608696,0.728260869565217,92
"UMass-AR2","38",1,13.1279751589541,1,18.5751844297195,0.402173913043478,0.804347826086957,92
"UMass-AR2","39",1,399.409626661217,1,582.280252218781,0.239130434782609,0.695652173913043,92
"UMass-AR2","40",1,100.239528515916,1,132.555476483708,0.489130434782609,0.804347826086957,92
"UMass-AR2","41",1,91.1735655341081,1,121.040222889774,0.467391304347826,0.717391304347826,92
"UMass-AR2","42",1,406.725741846743,1,571.644794307424,0.391304347826087,0.815217391304348,92
"UMass-AR2","44",1,23.4701645347185,1,33.1625037899243,0.271739130434783,0.706521739130435,92
"UMass-AR2","45",1,136.200883943981,1,185.151901259267,0.347826086956522,0.684782608695652,92
"UMass-AR2","46",1,19.735430564257,1,28.2481473109416,0.315217391304348,0.782608695652174,92
"UMass-AR2","47",1,138.262233657437,1,188.937887668138,0.33695652173913,0.760869565217391,92
"UMass-AR2","48",1,455.175674376849,1,613.988284750158,0.423913043478261,0.75,92
"UMass-AR2","49",1,46.0770972316198,1,59.6864509988701,0.423913043478261,0.771739130434783,92
"UMass-AR2","50",1,12.8379381869928,1,18.4981627737153,0.326086956521739,0.760869565217391,92
"UMass-AR2","51",1,127.639833254373,1,176.686040142381,0.347826086956522,0.728260869565217,92
"UMass-AR2","53",1,80.0617354643116,1,111.314047683402,0.510869565217391,0.826086956521739,92
"UMass-AR2","54",1,62.8600743310226,1,91.855214502292,0.304347826086957,0.793478260869565,92
"UMass-AR2","55",1,90.5058433395709,1,125.347171708832,0.445652173913043,0.815217391304348,92
"UMass-AR2","56",1,16.2365396741078,1,22.6878437625946,0.423913043478261,0.793478260869565,92
"UMass-AR4_pooled","01",1.03064424369524,95.8544396142509,1.03723817695371,134.694456987729,0.33695652173913,0.75,92
"UMass-AR4_pooled","02",1.05556204216243,10.1591647514592,1.1415021366433,16.0373660071172,0.41304347826087,0.934782608695652,92
"UMass-AR4_pooled","04",1.01645993054417,303.125723763928,1.00936245046452,405.322986637749,0.456521739130435,0.75,92
"UMass-AR4_pooled","05",0.879850956116619,54.6838648153068,0.892332204173052,76.2639793807411,0.456521739130435,0.826086956521739,92
