"model_id","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"FluSight-baseline",1,1,7320.13722117202,0.486690857947421,1,1,9285.89130434783,0.558157268929032,0.184782608695652,0.608695652173913,92
"UMass-AR2",0.711431947966535,0.567193766990836,5207.77948264075,0.276048021079199,0.735918461634219,0.610118067926551,6833.65884359822,0.340541834518142,0.467391304347826,0.739130434782609,92
"UMass-AR6_fourierP_thetaP",0.637699180944226,0.449722123999475,4668.04551034074,0.218875646367241,0.617378724939565,0.48702310976226,5732.91173340566,0.271835488850228,0.5,0.728260869565217,92
"UMass-AR6_pooled",0.673884842058031,0.540061713634899,4932.92951513262,0.262843098753523,0.662724029477299,0.590744827126799,6153.9833025056,0.329728519343047,0.489130434782609,0.695652173913043,92
"UMass-chronos_small",0.82920171893625,0.81701841807382,6069.87036664506,0.397635394851192,0.809011542668237,0.994591249123158,7512.39324918001,0.555138335311297,0.119565217391304,0.445652173913043,92
"UMass-flusion",0.645498071106373,0.483626336334822,4725.1344565005,0.235376516556763,0.667038755149558,0.577070901554323,6194.04937610628,0.322096318389975,0.369565217391304,0.75,92
"UMass-flusion_spatial2_prod",0.660244668643907,0.481756060399072,4833.08157402066,0.234466270356994,0.709169569012265,0.598477251765599,6585.27153419908,0.33404442836164,0.152173913043478,0.771739130434783,92
"UMass-flusion_spatial_mem",0.662484649813933,0.482286736693068,4849.47854355808,0.234724545657811,0.710487923514015,0.598543329093706,6597.51363080293,0.334081309902634,0.141304347826087,0.771739130434783,92
"UMass-gbqr",0.710885424541597,0.536688669742159,5203.77885617562,0.261201469127471,0.746088780855217,0.64540716873042,6928.09932241493,0.36023870264579,0.206521739130435,0.771739130434783,92
"UMass-gbqr_1src",0.72214351026118,0.540725704378616,5286.18958849069,0.263166256978252,0.748406411842698,0.644497001609132,6949.62059184827,0.359730686251103,0.184782608695652,0.739130434782609,92
"UMass-gbqr_2src_mobsgleam_otid10",0.512865305369202,0.487806825939064,3754.24441128085,0.237411122628891,0.571810651973497,0.650847212491135,5309.77156089416,0.363275102614126,0.130434782608696,0.815217391304348,92
"UMass-gbqr_2src_nihflu_otid10",0.445205205565137,0.463408482338868,3258.9631963169,0.225536671849616,0.50814775500686,0.574471866186254,4718.60481954207,0.320645647907084,0.347826086956522,0.858695652173913,92
"UMass-gbqr_2src_utseirs_otid10",0.610710339277279,0.585547177939847,4470.48348589821,0.284980458400235,0.643254682889365,0.720675602998732,5973.19306632337,0.402250326353556,0.260869565217391,0.608695652173913,92
"UMass-trends_ensemble",0.728076227428453,0.643972390763005,5329.61789224953,0.313415475354898,0.771457868528928,0.681517575320831,7163.67391304348,0.380393988568211,0.510869565217391,0.695652173913043,92
