"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"UMass-AR2",1,354.420558704062,1,402.387109422935,0.8,1,20
"UMass-AR4_pooled",0.809548245510556,286.920541471744,0.622954822861911,250.668990472481,0.95,1,20
"UMass-AR6_fourierP_thetaP",0.780850905696887,276.749614261663,1.0100629742773,406.436320554576,0.9,1,20
"UMass-AR6_fourier_d1_pooled",0.75237770723096,266.658127353278,0.503581239199408,202.63459920107,0.95,1,20
"UMass-AR6_fourier_pooled_both",1.17751269280191,417.334706463975,0.650929966520923,261.925827665122,1,1,20
"UMass-AR6_pooled",0.849081851935801,300.932064348566,1.08569534050921,436.869809781449,0.85,1,20
"UMass-AR6_pooled_both",1.21275147529356,429.824055442719,0.71695826612694,288.494764283699,1,1,20
"UMass-AR6_pooled_fourier",0.848063384204486,300.571098446211,1.11597370255128,449.053432361621,0.85,1,20
"UMass-AR6_pooled_sigma",1.50697498179692,534.102915001507,1.83869606585083,739.867595045037,0.95,1,20
"UMass-AR6_unpooled",1.30247803636761,461.624993349177,2.0009339648609,805.150034266553,0.45,1,20
"UMass-chronos_small",2.8330177070963,1004.07971856757,3.75437415270833,1510.71176300049,0,0.6,20
"UMass-flusion",0.692270754008929,245.354987410326,1.01573810246996,408.719918983623,0.7,1,20
"UMass-flusion3",0.750300763702484,265.922015867519,1.0658849469792,428.89836279238,0.7,1,20
"UMass-flusion3_weighted",0.724415656075453,256.747801560232,1.02871295985535,413.940834342108,0.7,1,20
"UMass-flusion_fourier",0.69453171847763,246.156319700534,1.00677024693382,405.111369516714,0.7,1,20
"UMass-flusion_spatial",0.696661405811018,246.911124675098,1.01783648883584,409.564282607844,0.7,1,20
"UMass-flusion_spatial2",0.694147176083059,246.020029970204,1.02005898344433,410.45858578906,0.7,1,20
"UMass-gbqr",0.894853354811774,317.154425970593,1.38800324228383,558.514612532251,0.1,1,20
"UMass-gbqr_3src",0.642898093899266,227.856301629554,0.98545794523346,396.535574040357,0.2,1,20
"UMass-trends_ensemble",1.0411656792383,369.01052173913,0.678264769444038,272.925,0.95,1,20
