"model_id","reference_date","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"UMass-AR2",2025-04-19,1,499.896517109986,1,825.853521461494,0.5,1,4
"UMass-AR2",2025-04-26,1,475.901962883447,1,771.138482064169,0.666666666666667,1,3
"UMass-AR2",2025-05-03,1,291.018618603984,1,210.164370081239,1,1,4
"UMass-AR2",2025-05-10,1,280.941832318744,1,266.591715335057,0.75,1,4
"UMass-AR2",2025-05-17,1,271.850066829711,1,145.709162356987,1,1,4
"UMass-AR4_pooled",2025-04-19,0.70293691197063,351.395714042167,0.506935203264217,418.654222768552,0.75,1,4
"UMass-AR4_pooled",2025-04-26,0.7222288183501,343.710112303805,0.415900970769187,320.717243287965,1,1,3
"UMass-AR4_pooled",2025-05-03,0.900098205457441,261.945336360149,1.07127165229165,225.143131989762,1,1,4
"UMass-AR4_pooled",2025-05-10,0.855167704353269,240.252381800821,0.623034423540422,166.095815684429,1,1,4
"UMass-AR4_pooled",2025-05-17,0.925518138031505,251.602167675974,1.47219674511872,214.512554555932,1,1,4
"UMass-AR6_pooled",2025-04-19,0.950571501093573,475.187382660688,1.0816168112304,893.257052426579,0.25,1,4
"UMass-AR6_pooled",2025-04-26,0.988824498298011,470.583519687263,1.15632139881074,891.683928257232,0.333333333333333,1,3
"UMass-AR6_pooled",2025-05-03,0.815334711259304,237.277581370561,1.40002898587357,294.236209911596,1,1,4
"UMass-AR6_pooled",2025-05-10,0.783054981347256,219.992901266018,0.867656365595133,231.309998825388,1,1,4
"UMass-AR6_pooled",2025-05-17,0.765316781550025,208.051418210274,1.04978925454326,152.963912930865,1,1,4
"UMass-AR6_pooled_fourier",2025-04-19,0.959580195769008,479.690797752645,1.07211097541594,885.406624444771,0.25,1,4
"UMass-AR6_pooled_fourier",2025-04-26,0.998209851133135,475.050027523852,1.14359131782218,881.867272927161,0.333333333333333,1,3
"UMass-AR6_pooled_fourier",2025-05-03,0.815288791128007,237.264217757385,1.47400007325689,309.782296895735,1,1,4
"UMass-AR6_pooled_fourier",2025-05-10,0.785991071383329,220.817771780605,1.01250699567472,269.925976765669,1,1,4
"UMass-AR6_pooled_fourier",2025-05-17,0.727474120450547,197.763888261366,1.01958132425104,148.562340711447,1,1,4
"UMass-AR6_unpooled",2025-04-19,1.52869927987772,764.191445719416,1.67714410816652,1385.07536772772,0,1,4
"UMass-AR6_unpooled",2025-04-26,1.63081570900367,776.108397016004,1.88759709818401,1455.59876104234,0,1,3
"UMass-AR6_unpooled",2025-05-03,1.28204847102541,373.099975021164,3.35765613734712,705.659687054964,0.5,1,4
"UMass-AR6_unpooled",2025-05-10,1.12421405007244,315.838755145826,2.12815099020755,567.347422971431,0.75,1,4
"UMass-AR6_unpooled",2025-05-17,0.841765385380749,228.833976270694,1.08330154349077,157.846960482071,1,1,4
