"model_id","location","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"FluSight-baseline","01",1,1,0.00185207004550643,0.00183444207647709,1,1,0.00087999999999999,0.000877574744905354,1,1,20
"FluSight-baseline","02",1,1,0.00196522785795792,0.00195116733826703,1,1,0.00211499999999999,0.00210396110854519,0.8,1,20
"FluSight-baseline","04",1,1,0.00150569282699967,0.00149351381840059,1,1,0.001655,0.00164593605463867,0.95,1,20
"FluSight-baseline","05",1,1,0.00140157165156531,0.00139228884376489,1,1,0.00081499999999999,0.000813447104861699,1,1,20
"FluSight-baseline","06",1,1,0.00106546394325323,0.00105931271247916,1,1,0.000619999999999995,0.000617506305412752,1,1,20
"FluSight-baseline","08",1,1,0.00159638689213771,0.00158709156181526,1,1,0.002435,0.00242579347038356,0.8,1,20
"FluSight-baseline","09",1,1,0.00133536502724396,0.00132691371301299,1,1,0.001255,0.00125240363759273,0.95,1,20
"FluSight-baseline","10",1,1,0.0012457474774765,0.00123779274701786,1,1,0.00072,0.000719184080913647,1,1,20
"FluSight-baseline","11",1,1,0.00119481482651717,0.00118835851153798,1,1,0.00088999999999999,0.000888149846938718,0.95,1,20
"FluSight-baseline","12",1,1,0.00125840870850012,0.0012511405138472,1,1,0.000934999999999995,0.000931577465426003,1,1,20
"FluSight-baseline","13",1,1,0.00108417552304718,0.0010774601294267,1,1,0.000709999999999995,0.000708912341397771,1,1,20
"FluSight-baseline","15",1,1,0.00269096155752991,0.00264340825799669,1,1,0.004265,0.00419516372944906,0.55,1,20
"FluSight-baseline","16",1,1,0.00123019881048592,0.00122273986587516,1,1,0.00096999999999998,0.000967379785187916,0.95,1,20
"FluSight-baseline","17",1,1,0.0011886432988258,0.00118149493002181,1,1,0.000675,0.000674110164583122,1,1,20
"FluSight-baseline","18",1,1,0.00134926546292429,0.00133972816460002,1,1,0.00055499999999998,0.000554372085710245,1,1,20
"FluSight-baseline","19",1,1,0.00106710674782508,0.00106177589197851,1,1,0.000825006225062246,0.000824158230023465,1,1,20
