"model_id","target_end_date","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"FluSight-baseline",2023-10-21,1,1,223.049302627635,0.258040432388491,1,1,307,0.23534196732758,0,1,1
"FluSight-baseline",2023-10-28,1,1,290.646355735383,0.329774253758217,1,1,410.5,0.293869514887769,0.5,1,2
"FluSight-baseline",2023-11-04,1,1,426.746986301718,0.404930128323772,1,1,675.333333333333,0.417983105548732,0,1,3
"FluSight-baseline",2023-11-11,1,1,759.031894781768,0.532499505490471,1,1,1272.25,0.635694140250103,0,1,4
"FluSight-baseline",2023-11-18,1,1,952.770509821142,0.510458806629652,1,1,1584.5,0.646578309835952,0,1,4
"FluSight-baseline",2023-11-25,1,1,1189.54974501459,0.469127330043527,1,1,1914.75,0.617387016866309,0,1,4
"FluSight-baseline",2023-12-02,1,1,1853.92154882355,0.512852324578563,1,1,2818,0.679166147261898,0,1,4
"FluSight-baseline",2023-12-09,1,1,2285.83883113224,0.467482981949466,1,1,3383.25,0.639601528160275,0,1,4
"FluSight-baseline",2023-12-16,1,1,3640.30944912066,0.52973140507827,1,1,5072,0.717317091690985,0,0.75,4
"FluSight-baseline",2023-12-23,1,1,7203.38576252433,0.703492590643702,1,1,8915.25,0.880825588426081,0,0,4
"FluSight-baseline",2023-12-30,1,1,10418.8110589842,0.73632277967882,1,1,12160.25,0.886917472083432,0,0,4
"FluSight-baseline",2024-01-06,1,1,5429.63126533887,0.386162074827627,1,1,6918.5,0.497327909083619,0,0.5,4
"FluSight-baseline",2024-01-13,1,1,2676.8628081572,0.173682594897403,1,1,3808.5,0.24743052298647,0,1,4
"FluSight-baseline",2024-01-20,1,1,3160.40992809748,0.199282559677467,1,1,4476.25,0.280232967523419,0,0.75,4
"FluSight-baseline",2024-01-27,1,1,2967.09219807931,0.188496081926681,1,1,4322.25,0.271367720301826,0,0.75,4
"FluSight-baseline",2024-02-03,1,1,2010.802099823,0.139601697768865,1,1,3012,0.206966685236856,0,1,4
"FluSight-baseline",2024-02-10,1,1,947.277691674689,0.0737135843939659,1,1,1493,0.115378999278115,0,1,4
"FluSight-baseline",2024-02-17,1,1,518.299658154663,0.0445576186274458,1,1,707.5,0.0601360016384223,0.75,1,4
"FluSight-baseline",2024-02-24,1,1,447.310086649475,0.04025843078754,1,1,543.5,0.0479842462897588,0.75,1,4
"FluSight-baseline",2024-03-02,1,1,468.671446145679,0.0448952613374213,1,1,451,0.042461326737925,0.75,1,4
"FluSight-baseline",2024-03-09,1,1,695.81184814059,0.0697087709358449,1,1,1066.5,0.10626792674514,0,1,4
"FluSight-baseline",2024-03-16,1,1,1673.52686218186,0.19438135468855,1,1,2676,0.309504511531399,0,1,4
"FluSight-baseline",2024-03-23,1,1,1978.33646909475,0.261280804974443,1,1,3115.5,0.406906878315752,0,1,4
"FluSight-baseline",2024-03-30,1,1,1618.57094729219,0.230329136907105,1,1,2591.75,0.358981727696823,0,1,4
"FluSight-baseline",2024-04-06,1,1,1125.11360770948,0.18571300401067,1,1,1853.5,0.290760701712433,0,1,4
"FluSight-baseline",2024-04-13,1,1,1080.8775574015,0.231916451572249,1,1,1800.5,0.354730610573411,0,1,4
"FluSight-baseline",2024-04-20,1,1,1276.04888648993,0.350528022174709,1,1,2128.25,0.534237481533065,0,1,4
"FluSight-baseline",2024-04-27,1,1,1131.03671094212,0.364425963881843,1,1,1913,0.557506216042037,0,1,4
"FluSight-baseline",2024-05-04,1,1,1246.3744133447,0.54803642331941,1,1,2092.5,0.84007822569927,0,1,4
"FluSight-baseline",2024-05-11,1,1,1323.53043748243,0.785754630164235,1,1,2277.33333333333,1.27716334522335,0,1,3
"FluSight-baseline",2024-05-18,1,1,1122.51070488352,0.828989508666091,1,1,1994.5,1.3621022817927,0,1,2
"FluSight-baseline",2024-05-25,1,1,1005.0777716925,0.869698691967339,1,1,1795,1.37062393736303,0,1,1
"FluSight-baseline",2024-11-30,1,1,661.636086956522,0.195683991768953,1,1,1031,0.264371685831573,0,1,1
"FluSight-baseline",2024-12-07,1,1,1766.37869565217,0.396437148115464,1,1,2762.5,0.555851134545254,0,1,2
"FluSight-baseline",2024-12-14,1,1,3459.26826086957,0.569280419558942,1,1,5118.66666666667,0.789346411840687,0,1,3
"FluSight-baseline",2024-12-21,1,1,8337.79576086957,0.896161346486845,1,1,10571.5,1.13303952434673,0,0,4
"FluSight-baseline",2024-12-28,1,1,18613.0135869565,1.18717534773845,1,1,20840.75,1.38339978914604,0,0,4
"FluSight-baseline",2025-01-04,1,1,24194.3690217391,1.0908225316366,1,1,26435.25,1.24914964047204,0,0,4
"FluSight-baseline",2025-01-11,1,1,11166.5106521739,0.52310789847463,1,1,13318.25,0.643830731712399,0,0.5,4
"FluSight-baseline",2025-01-18,1,1,7020.11141304348,0.282213660480052,1,1,8984.25,0.366624435476692,0,0.75,4
"FluSight-baseline",2025-01-25,1,1,8101.46072463768,0.230812511490052,1,1,10801.6666666667,0.31192038397209,0,0.333333333333333,3
"FluSight-baseline",2025-02-01,1,1,15634.7192753623,0.361566326426473,1,1,18619.6666666667,0.440115064202566,0,0,3
"FluSight-baseline",2025-02-08,1,1,15128.4662318841,0.33549473075813,1,1,18027,0.409132174109747,0,0,3
"FluSight-baseline",2025-02-15,1,1,3353.2647826087,0.078539715436447,1,1,4527.33333333333,0.107382233928873,0.333333333333333,0.666666666666667,3
"FluSight-baseline",2025-02-22,1,1,3760.66967391304,0.0891988426120447,1,1,5801.5,0.13726394595444,0,1,4
"FluSight-baseline",2025-03-01,1,1,8260.02967391304,0.218496547206745,1,1,11214.5,0.292050117064722,0,0.5,4
"FluSight-baseline",2025-03-08,1,1,10638.7632608696,0.333626941132698,1,1,13754.25,0.422386797036332,0,0.25,4
"FluSight-baseline",2025-03-15,1,1,9759.07717391305,0.382691562001436,1,1,12902,0.492969793544694,0,0.5,4
"FluSight-baseline",2025-03-22,1,1,8458.88695652174,0.424347763175163,1,1,11576.25,0.564962587050786,0,0.5,4
"FluSight-baseline",2025-03-29,1,1,6949.1375,0.463085312845253,1,1,9970.25,0.645027039341357,0,0.5,4
"FluSight-baseline",2025-04-05,1,1,5290.67684782609,0.483328802704794,1,1,8103.75,0.716275727723573,0,0.75,4
"FluSight-baseline",2025-04-12,1,1,3746.95847826087,0.474271753432464,1,1,6120.25,0.725380674823103,0,1,4
