"model_id","wis_scaled_relative_skill","wis_scaled_relative_skill__log","wis","wis__log","ae_median_scaled_relative_skill","ae_median_scaled_relative_skill__log","ae_median","ae_median__log","interval_coverage_50","interval_coverage_95","n"
"FluSight-baseline",1,1,4391.8908317869,0.447262977585862,1,1,5702.94375,0.500236436063724,0.21875,0.784375,320
"UMass-AR2",0.727125629419476,0.584934451396144,3216.16177276298,0.238581429339947,0.770824049538454,0.651865102824552,4464.18160382849,0.3355390038637,0.456730769230769,0.831730769230769,208
"UMass-AR6_fourierP_thetaP",0.678441578159541,0.555738544379323,3014.23078146858,0.231274520460731,0.681643726192234,0.618135158369085,3970.87564319693,0.324323731756113,0.375,0.764423076923077,208
"UMass-AR6_pooled",0.713903425072255,0.591647159937567,3170.28826237107,0.242945119719612,0.719905659684194,0.66074672158126,4186.19702161837,0.341845946131641,0.379807692307692,0.783653846153846,208
"UMass-chronos_small",0.92902788557319,0.877086934969934,4151.35314396759,0.359343094846045,0.889423425620299,0.971797182029963,5178.82978982192,0.495277245922331,0.192307692307692,0.548076923076923,208
"UMass-flusion",0.620991364373299,0.486545983929941,2728.30792907681,0.197905366685136,0.651875438257631,0.555959090591349,3746.32487978808,0.282901904988031,0.413461538461538,0.826923076923077,208
"UMass-flusion_spatial2_prod",0.616337014717279,0.479240565845478,2698.81456586542,0.194690243731124,0.657711043936338,0.552165944888363,3757.94624413042,0.279624157325697,0.360576923076923,0.841346153846154,208
"UMass-flusion_spatial_mem",0.686144350250574,0.523528929909814,4849.47854355808,0.234724545657811,0.741766409714864,0.636765990183225,6597.51363080293,0.334081309902634,0.141304347826087,0.771739130434783,92
"UMass-gbqr",0.765369496533255,0.671136175253915,3404.94568204678,0.279667158022125,0.82442543185132,0.787418702174859,4803.07843998801,0.41133354282785,0.211538461538462,0.725961538461538,208
"UMass-trends_ensemble",0.800135204591569,0.718496715830073,3567.73814590301,0.295632515499065,0.8218997597507,0.740259616798922,4768.98076923077,0.381737867223243,0.336538461538462,0.567307692307692,208
