"model_id","wis_scaled_relative_skill","wis","ae_median_scaled_relative_skill","ae_median","interval_coverage_50","interval_coverage_95","n"
"UMass-AR2",1,1631.88955928831,1,2577.67379297663,0.448275862068966,0.913793103448276,116
"UMass-AR4_pooled",1.06762104478853,1742.23963626689,1.0170555350171,2621.63739861539,0.318965517241379,0.870689655172414,116
"UMass-AR6_fourierP_thetaP",1.04052093592281,1698.01525155334,0.995936908385627,2567.20046820379,0.275862068965517,0.793103448275862,116
"UMass-AR6_fourier_d1_pooled",1.28088614766115,2090.26473100526,1.19164106369752,3071.6619405279,0.275862068965517,0.810344827586207,116
"UMass-AR6_fourier_pooled_both",0.993454766722455,1621.20846143958,1.00605464876363,2593.2807024203,0.560344827586207,0.96551724137931,116
"UMass-AR6_pooled",1.08229502038551,1766.18594383684,1.0158684938411,2618.57759368483,0.293103448275862,0.853448275862069,116
"UMass-AR6_pooled_both",1.00877821938997,1646.21464385995,1.0198203814689,2628.76427085581,0.551724137931034,0.956896551724138,116
"UMass-AR6_pooled_fourier",1.04558138631902,1706.27334772021,0.995130613036208,2565.1221018122,0.293103448275862,0.879310344827586,116
"UMass-AR6_pooled_sigma",1.03015760629194,1681.10344212926,1.0272141950119,2647.82311025576,0.655172413793103,1,116
"UMass-AR6_unpooled",1.04186699309356,1700.21186819648,1.0114884318724,2607.28722273652,0.405172413793103,0.887931034482759,116
"UMass-chronos_small",1.6074754999088,2623.22248511293,1.28830878983293,3320.83980481378,0.241379310344828,0.629310344827586,116
"UMass-flusion",0.698467643676392,1139.82205521621,0.697601821972893,1798.18993443227,0.448275862068966,0.887931034482759,116
"UMass-flusion3",0.800532174601076,1306.38009760587,0.799059031010276,2059.71352327648,0.396551724137931,0.879310344827586,116
"UMass-flusion3_weighted",0.776572624281127,1267.2807575935,0.865791133227957,2231.72711431324,0.396551724137931,0.991379310344828,116
"UMass-flusion_fourier",0.702461697451936,1146.33990987176,0.701175240995535,1807.40104299826,0.439655172413793,0.896551724137931,116
"UMass-flusion_spatial",0.703147265070033,1147.45868050992,0.703507472058152,1813.41277388753,0.448275862068966,0.887931034482759,116
"UMass-flusion_spatial2",0.702033323341817,1145.64085063399,0.703126644682964,1812.43112514286,0.439655172413793,0.887931034482759,116
"UMass-gbqr",1.2075705945158,1970.62184529392,1.2055516035745,3107.51877461493,0.21551724137931,0.689655172413793,116
"UMass-gbqr_3src",0.615886105559211,1005.05810537282,0.588561701396393,1517.12007323922,0.525862068965517,0.896551724137931,116
"UMass-trends_ensemble",1.32715464047325,2165.76980134933,1.11118966665329,2864.28448275862,0.198275862068966,0.46551724137931,116
